bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-05-27 00:00,Generator,hydro_gen__3320,2042.60,0.00,39563.21
Anhui,2026-05-27 00:00,Generator,onwind_gen__3321,5840.60,0.00,39563.21
Anhui,2026-05-27 00:00,Import,Import_Xinjiang,11880.00,173.82,39563.21
Anhui,2026-05-27 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,287.59,39563.21
Anhui,2026-05-27 00:00,Import,Import_Xinjiang,11880.00,173.82,39563.21
Anhui,2026-05-27 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,287.59,39563.21
Anhui,2026-05-27 00:00,Import,Import_Ningxia,7920.00,197.58,39563.21
Anhui,2026-05-27 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,287.59,39563.21
Beijing,2026-05-27 00:00,Generator,gas_gen__3201,7078.87,350.00,13260.00
Beijing,2026-05-27 00:00,Generator,hydro_gen__3252,510.65,0.00,13260.00
Beijing,2026-05-27 00:00,Generator,onwind_gen__3253,324.48,0.00,13260.00
Beijing,2026-05-27 00:00,Import,Import_HEBEI_NORTH,2970.00,233.72,13260.00
Beijing,2026-05-27 00:00,Congestion,Rent_link_11_HEBEI_NORTH_Beijing__fwd,0.00,350.00,13260.00
Beijing,2026-05-27 00:00,Import,Import_Tianjin,2376.00,246.57,13260.00
Beijing,2026-05-27 00:00,Congestion,Rent_link_95_Beijing_Tianjin__rev,0.00,350.00,13260.00
Chongqing,2026-05-27 00:00,Generator,hydro_gen__3351,3319.23,0.00,20480.00
Chongqing,2026-05-27 00:00,Generator,onwind_gen__3352,2555.26,0.00,20480.00
Chongqing,2026-05-27 00:00,Import,Import_Xinjiang,7920.00,173.82,20480.00
Chongqing,2026-05-27 00:00,Congestion,Rent_link_60_Xinjiang_Chongqing,0.00,263.04,20480.00
Chongqing,2026-05-27 00:00,Import,Import_Hubei,4071.91,263.04,20480.00
Chongqing,2026-05-27 00:00,Import,Import_Guizhou,2613.60,-0.00,20480.00
Chongqing,2026-05-27 00:00,Congestion,Rent_link_96_Guizhou_Chongqing__fwd,0.00,263.04,20480.00
Fujian,2026-05-27 00:00,Generator,coal_gen__588,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__589,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__594,262.93,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__595,262.93,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__637,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__638,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1111,262.93,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1112,262.93,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1149,262.93,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1150,262.93,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1673,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1674,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1728,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,coal_gen__1729,376.00,290.50,41900.00
Fujian,2026-05-27 00:00,Generator,nuclear_gen__3325,13000.00,20.00,41900.00
Fujian,2026-05-27 00:00,Generator,hydro_gen__3326,7404.43,0.00,41900.00
Fujian,2026-05-27 00:00,Generator,onwind_gen__3327,5000.00,0.00,41900.00
Fujian,2026-05-27 00:00,Generator,offwind_gen__3328,3000.00,0.00,41900.00
Fujian,2026-05-27 00:00,Import,Import_Xinjiang,8910.00,173.82,41900.00
Fujian,2026-05-27 00:00,Congestion,Rent_link_63_Xinjiang_Fujian,0.00,290.50,41900.00
Gansu,2026-05-27 00:00,Generator,coal_gen__645,136.16,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__646,136.16,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__647,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__648,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__649,303.45,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__650,303.45,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__657,1000.00,183.44,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__658,1000.00,183.44,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__715,1000.00,183.44,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__716,1000.00,183.44,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__717,1000.00,183.44,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__718,1000.00,183.44,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1346,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1347,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1348,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1349,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1390,303.45,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1391,303.45,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1451,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1452,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1903,270.30,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__1904,270.30,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__2662,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__2663,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__3039,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,coal_gen__3040,167.15,195.60,50362.86
Gansu,2026-05-27 00:00,Generator,hydro_gen__3390,4085.20,0.00,50362.86
Gansu,2026-05-27 00:00,Generator,onwind_gen__3391,26120.48,0.00,50362.86
Gansu,2026-05-27 00:00,Import,Import_Qinghai,224.71,195.60,50362.86
Gansu,2026-05-27 00:00,Import,Import_Xinjiang,9900.00,173.82,50362.86
Gansu,2026-05-27 00:00,Congestion,Rent_link_84_Gansu_Xinjiang__rev,0.00,195.60,50362.86
Guangdong,2026-05-27 00:00,Generator,nuclear_gen__3360,17000.00,20.00,102097.50
Guangdong,2026-05-27 00:00,Generator,hydro_gen__3361,8170.41,0.00,102097.50
Guangdong,2026-05-27 00:00,Generator,onwind_gen__3362,13287.37,0.00,102097.50
Guangdong,2026-05-27 00:00,Generator,offwind_gen__3363,5913.61,0.00,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,8128.94,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Guizhou,2970.00,-0.00,102097.50
Guangdong,2026-05-27 00:00,Congestion,Rent_link_35_Guizhou_Guangdong,0.00,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,3881.80,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,3881.80,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,3881.80,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Guangxi,3960.00,0.00,102097.50
Guangdong,2026-05-27 00:00,Congestion,Rent_link_52_Guangxi_Guangdong,0.00,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,3881.80,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,3881.80,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,5764.71,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Yunnan,5019.48,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Guangxi,9504.00,0.00,102097.50
Guangdong,2026-05-27 00:00,Congestion,Rent_link_90_Guangxi_Guangdong__fwd,0.00,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Fujian,1980.00,293.43,102097.50
Guangdong,2026-05-27 00:00,Congestion,Rent_link_106_Fujian_Guangdong,0.00,300.40,102097.50
Guangdong,2026-05-27 00:00,Import,Import_Guizhou,990.00,-0.00,102097.50
Guangdong,2026-05-27 00:00,Congestion,Rent_link_107_Guizhou_Guangdong,0.00,300.40,102097.50
Guangxi,2026-05-27 00:00,Generator,hydro_gen__3368,8050.39,0.00,35592.38
Guangxi,2026-05-27 00:00,Generator,onwind_gen__3369,24842.39,0.00,35592.38
Guangxi,2026-05-27 00:00,Import,Import_Guizhou,2146.21,-0.00,35592.38
Guangxi,2026-05-27 00:00,Storage,Discharge_battery_3371,553.39,0.00,35592.38
Guizhou,2026-05-27 00:00,Generator,hydro_gen__3377,9708.81,0.00,20512.71
Guizhou,2026-05-27 00:00,Generator,onwind_gen__3378,7384.41,0.00,20512.71
Guizhou,2026-05-27 00:00,Import,Import_Guangxi,2958.79,0.00,20512.71
Guizhou,2026-05-27 00:00,Storage,Discharge_battery_3380,460.69,-0.00,20512.71
HEBEI_NORTH,2026-05-27 00:00,Generator,hydro_gen__3259,382.99,0.00,31998.17
HEBEI_NORTH,2026-05-27 00:00,Generator,onwind_gen__3260,23200.18,0.00,31998.17
HEBEI_NORTH,2026-05-27 00:00,Import,Import_NM_EAST,6435.00,0.00,31998.17
HEBEI_NORTH,2026-05-27 00:00,Congestion,Rent_link_18_HEBEI_NORTH_NM_EAST__rev,0.00,231.39,31998.17
HEBEI_NORTH,2026-05-27 00:00,Import,Import_Liaoning,1980.00,-0.00,31998.17
HEBEI_NORTH,2026-05-27 00:00,Congestion,Rent_link_93_Liaoning_HEBEI_NORTH__fwd,0.00,231.39,31998.17
HEBEI_SOUTH,2026-05-27 00:00,Generator,hydro_gen__3264,510.65,0.00,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Generator,onwind_gen__3265,7787.47,0.00,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Import,Import_Shandong,6435.00,219.12,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Congestion,Rent_link_14_Shandong_HEBEI_SOUTH__fwd,0.00,236.08,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Import,Import_NM_WEST,4861.88,236.08,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Import,Import_HEBEI_NORTH,6435.00,233.72,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Congestion,Rent_link_30_HEBEI_NORTH_HEBEI_SOUTH__fwd,0.00,236.08,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Import,Import_Shaanxi,2970.00,221.34,29000.00
HEBEI_SOUTH,2026-05-27 00:00,Congestion,Rent_link_104_Shaanxi_HEBEI_SOUTH__fwd,0.00,236.08,29000.00
Hainan,2026-05-27 00:00,Generator,coal_gen__808,118.92,332.84,6000.00
Hainan,2026-05-27 00:00,Generator,coal_gen__809,118.92,332.84,6000.00
Hainan,2026-05-27 00:00,Generator,coal_gen__810,118.92,332.84,6000.00
Hainan,2026-05-27 00:00,Generator,coal_gen__811,118.92,332.84,6000.00
Hainan,2026-05-27 00:00,Generator,coal_gen__812,118.92,332.84,6000.00
Hainan,2026-05-27 00:00,Generator,coal_gen__813,118.92,332.84,6000.00
Hainan,2026-05-27 00:00,Generator,nuclear_gen__3372,2000.00,20.00,6000.00
Hainan,2026-05-27 00:00,Generator,hydro_gen__3373,638.31,0.00,6000.00
Hainan,2026-05-27 00:00,Generator,onwind_gen__3374,1460.15,0.00,6000.00
Hainan,2026-05-27 00:00,Import,Import_Guangdong,1188.00,303.43,6000.00
Hainan,2026-05-27 00:00,Congestion,Rent_link_92_Guangdong_Hainan__fwd,0.00,332.84,6000.00
Heilongjiang,2026-05-27 00:00,Generator,hydro_gen__3297,291.55,0.00,18559.01
Heilongjiang,2026-05-27 00:00,Generator,onwind_gen__3298,16471.62,0.00,18559.01
Heilongjiang,2026-05-27 00:00,Import,Import_Jilin,881.33,-0.00,18559.01
