bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-08-31 00:00,Generator,coal_gen__8,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__9,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__10,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__11,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__12,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__19,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__20,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__23,871.40,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__24,871.40,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__629,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__630,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__864,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__865,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__867,382.83,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1068,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1069,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1070,899.57,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1073,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1074,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1083,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1084,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1619,871.40,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1620,871.40,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1621,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1622,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1642,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1643,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1690,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1691,609.56,290.50,61560.00
Anhui,2026-08-31 00:00,Generator,coal_gen__1915,871.40,290.50,61560.00
