bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-06-10 00:00,Generator,coal_gen__8,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__9,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__10,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__11,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__12,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__19,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__20,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__23,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__24,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__629,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__630,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__864,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__865,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__867,319.11,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1068,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1069,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1070,628.55,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1073,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1074,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1083,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1084,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1619,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1620,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1621,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1622,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1642,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1643,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1690,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1691,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1915,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__1916,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2367,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2509,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2510,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2637,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2638,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2639,235.91,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2640,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,coal_gen__2641,125.72,286.93,42162.48
Anhui,2026-06-10 00:00,Generator,hydro_gen__3320,2971.06,0.00,42162.48
Anhui,2026-06-10 00:00,Import,Import_Xinjiang,11880.00,265.52,42162.48
Anhui,2026-06-10 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,286.93,42162.48
Anhui,2026-06-10 00:00,Import,Import_Xinjiang,11880.00,265.52,42162.48
Anhui,2026-06-10 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,286.93,42162.48
Anhui,2026-06-10 00:00,Import,Import_Ningxia,7920.00,262.86,42162.48
Anhui,2026-06-10 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,286.93,42162.48
Anhui,2026-06-10 00:00,Storage,Discharge_pumped_3323,447.63,286.93,42162.48
Anhui,2026-06-10 00:00,Storage,Discharge_battery_3324,362.59,286.93,42162.48
Beijing,2026-06-10 00:00,Generator,gas_gen__3201,8996.44,350.00,15085.20
Beijing,2026-06-10 00:00,Generator,hydro_gen__3252,742.76,0.00,15085.20
Beijing,2026-06-10 00:00,Import,Import_HEBEI_NORTH,2970.00,283.52,15085.20
Beijing,2026-06-10 00:00,Congestion,Rent_link_11_HEBEI_NORTH_Beijing__fwd,0.00,350.00,15085.20
Beijing,2026-06-10 00:00,Import,Import_Tianjin,2376.00,260.81,15085.20
Beijing,2026-06-10 00:00,Congestion,Rent_link_95_Beijing_Tianjin__rev,0.00,350.00,15085.20
Chongqing,2026-06-10 00:00,Generator,coal_gen__313,660.00,272.65,22100.00
Chongqing,2026-06-10 00:00,Generator,coal_gen__314,660.00,272.65,22100.00
Chongqing,2026-06-10 00:00,Generator,coal_gen__317,1000.00,272.65,22100.00
Chongqing,2026-06-10 00:00,Generator,coal_gen__318,1000.00,272.65,22100.00
Chongqing,2026-06-10 00:00,Generator,hydro_gen__3351,4827.97,0.00,22100.00
Chongqing,2026-06-10 00:00,Import,Import_Xinjiang,7920.00,265.52,22100.00
Chongqing,2026-06-10 00:00,Congestion,Rent_link_60_Xinjiang_Chongqing,0.00,274.59,22100.00
Chongqing,2026-06-10 00:00,Import,Import_Hubei,4752.00,268.20,22100.00
Chongqing,2026-06-10 00:00,Congestion,Rent_link_87_Hubei_Chongqing__fwd,0.00,274.59,22100.00
Chongqing,2026-06-10 00:00,Import,Import_Guizhou,1280.03,274.59,22100.00
Fujian,2026-06-10 00:00,Generator,coal_gen__588,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__589,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__594,459.90,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__595,459.90,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__637,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__638,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1111,459.90,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1112,459.90,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1149,459.90,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1150,459.90,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1673,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1674,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1728,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,coal_gen__1729,780.18,286.93,41680.88
Fujian,2026-06-10 00:00,Generator,nuclear_gen__3325,13000.00,20.00,41680.88
Fujian,2026-06-10 00:00,Generator,hydro_gen__3326,10770.08,0.00,41680.88
Fujian,2026-06-10 00:00,Import,Import_Xinjiang,8910.00,265.52,41680.88
Fujian,2026-06-10 00:00,Congestion,Rent_link_63_Xinjiang_Fujian,0.00,286.93,41680.88
Gansu,2026-06-10 00:00,Generator,coal_gen__641,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__642,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__645,300.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__646,300.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__647,350.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__648,350.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__649,660.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__650,660.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__651,145.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__652,145.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__653,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__654,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__655,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__656,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__657,1000.00,183.44,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__658,1000.00,183.44,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__715,1000.00,183.44,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__716,1000.00,183.44,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__717,1000.00,183.44,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__718,1000.00,183.44,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1346,350.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1347,350.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1348,350.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1349,350.00,195.60,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1367,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1368,330.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1371,150.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1372,150.00,213.85,41849.98
Gansu,2026-06-10 00:00,Generator,coal_gen__1390,660.00,195.60,41849.98
