bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-08-11 00:00,Generator,coal_gen__8,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__9,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__10,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__11,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__12,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__19,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__20,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__23,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__24,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__629,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__630,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__864,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__865,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__867,346.56,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1068,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1069,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1070,764.68,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1073,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1074,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1083,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1084,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1619,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1620,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1621,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1622,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1642,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1643,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1690,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1691,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1915,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__1916,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2367,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2509,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2510,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2637,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2638,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2639,679.14,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2640,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,coal_gen__2641,512.35,290.50,60360.00
Anhui,2026-08-11 00:00,Generator,hydro_gen__3320,3342.44,0.00,60360.00
Anhui,2026-08-11 00:00,Generator,onwind_gen__3321,3601.60,0.00,60360.00
Anhui,2026-08-11 00:00,Import,Import_Xinjiang,11880.00,213.85,60360.00
Anhui,2026-08-11 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,290.50,60360.00
Anhui,2026-08-11 00:00,Import,Import_Xinjiang,11880.00,213.85,60360.00
Anhui,2026-08-11 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,290.50,60360.00
Anhui,2026-08-11 00:00,Import,Import_Ningxia,7920.00,218.19,60360.00
Anhui,2026-08-11 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,290.50,60360.00
Beijing,2026-08-11 00:00,Generator,gas_gen__3201,9600.00,350.00,19240.00
Beijing,2026-08-11 00:00,Generator,hydro_gen__3252,835.61,0.00,19240.00
Beijing,2026-08-11 00:00,Generator,onwind_gen__3253,200.09,0.00,19240.00
Beijing,2026-08-11 00:00,Generator,load_shedding_load_shed_Beijing,3258.30,10000.00,19240.00
Beijing,2026-08-11 00:00,Import,Import_HEBEI_NORTH,2970.00,260.81,19240.00
Beijing,2026-08-11 00:00,Congestion,Rent_link_11_HEBEI_NORTH_Beijing__fwd,0.00,10000.00,19240.00
Beijing,2026-08-11 00:00,Import,Import_Tianjin,2376.00,260.81,19240.00
Beijing,2026-08-11 00:00,Congestion,Rent_link_95_Beijing_Tianjin__rev,0.00,10000.00,19240.00
Chongqing,2026-08-11 00:00,Generator,coal_gen__313,660.00,276.22,25612.76
Chongqing,2026-08-11 00:00,Generator,coal_gen__314,660.00,276.22,25612.76
Chongqing,2026-08-11 00:00,Generator,coal_gen__317,1000.00,276.22,25612.76
Chongqing,2026-08-11 00:00,Generator,coal_gen__318,1000.00,276.22,25612.76
Chongqing,2026-08-11 00:00,Generator,hydro_gen__3351,5431.46,0.00,25612.76
Chongqing,2026-08-11 00:00,Generator,onwind_gen__3352,1575.70,0.00,25612.76
Chongqing,2026-08-11 00:00,Import,Import_Xinjiang,7920.00,213.85,25612.76
Chongqing,2026-08-11 00:00,Congestion,Rent_link_60_Xinjiang_Chongqing,0.00,284.72,25612.76
Chongqing,2026-08-11 00:00,Import,Import_Hubei,4752.00,275.41,25612.76
Chongqing,2026-08-11 00:00,Congestion,Rent_link_87_Hubei_Chongqing__fwd,0.00,284.72,25612.76
Chongqing,2026-08-11 00:00,Import,Import_Guizhou,2613.60,20.00,25612.76
Chongqing,2026-08-11 00:00,Congestion,Rent_link_96_Guizhou_Chongqing__fwd,0.00,284.72,25612.76
Fujian,2026-08-11 00:00,Generator,coal_gen__586,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__587,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__588,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__589,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__594,660.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__595,660.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__631,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__632,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__633,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__634,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__635,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__636,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__637,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__638,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1005,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1006,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1007,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1008,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1009,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1010,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1011,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1111,660.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1112,660.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1149,660.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1150,660.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1673,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1674,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1728,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1729,1000.00,290.50,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1765,246.34,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1766,246.34,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1803,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1804,74.15,309.96,53830.00
Fujian,2026-08-11 00:00,Generator,coal_gen__1805,243.95,309.96,53830.00
