bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-03-04 00:00,Generator,hydro_gen__3320,1021.30,0.00,35797.52
Anhui,2026-03-04 00:00,Generator,onwind_gen__3321,3096.22,0.00,35797.52
Anhui,2026-03-04 00:00,Import,Import_Xinjiang,11880.00,242.74,35797.52
Anhui,2026-03-04 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,291.13,35797.52
Anhui,2026-03-04 00:00,Import,Import_Xinjiang,11880.00,242.74,35797.52
Anhui,2026-03-04 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,291.13,35797.52
Anhui,2026-03-04 00:00,Import,Import_Ningxia,7920.00,245.20,35797.52
Anhui,2026-03-04 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,291.13,35797.52
Beijing,2026-03-04 00:00,Generator,gas_gen__3201,9600.00,350.00,15600.00
Beijing,2026-03-04 00:00,Generator,hydro_gen__3252,255.33,0.00,15600.00
Beijing,2026-03-04 00:00,Generator,onwind_gen__3253,172.01,0.00,15600.00
Beijing,2026-03-04 00:00,Generator,load_shedding_load_shed_Beijing,207.09,10000.00,15600.00
Beijing,2026-03-04 00:00,Import,Import_HEBEI_NORTH,2970.00,264.22,15600.00
Beijing,2026-03-04 00:00,Congestion,Rent_link_11_HEBEI_NORTH_Beijing__fwd,0.00,10000.00,15600.00
Beijing,2026-03-04 00:00,Import,Import_Tianjin,2376.00,260.81,15600.00
Beijing,2026-03-04 00:00,Congestion,Rent_link_95_Beijing_Tianjin__rev,0.00,10000.00,15600.00
Beijing,2026-03-04 00:00,Storage,Discharge_battery_3255,19.57,10000.00,15600.00
Chongqing,2026-03-04 00:00,Generator,coal_gen__313,585.15,283.36,21290.00
Chongqing,2026-03-04 00:00,Generator,coal_gen__314,585.15,283.36,21290.00
Chongqing,2026-03-04 00:00,Generator,coal_gen__317,909.95,283.36,21290.00
Chongqing,2026-03-04 00:00,Generator,coal_gen__318,909.95,283.36,21290.00
Chongqing,2026-03-04 00:00,Generator,hydro_gen__3351,1659.61,0.00,21290.00
Chongqing,2026-03-04 00:00,Generator,onwind_gen__3352,1354.60,0.00,21290.00
Chongqing,2026-03-04 00:00,Import,Import_Xinjiang,7920.00,242.74,21290.00
Chongqing,2026-03-04 00:00,Congestion,Rent_link_60_Xinjiang_Chongqing,0.00,283.36,21290.00
Chongqing,2026-03-04 00:00,Import,Import_Hubei,4752.00,268.20,21290.00
Chongqing,2026-03-04 00:00,Congestion,Rent_link_87_Hubei_Chongqing__fwd,0.00,283.36,21290.00
Chongqing,2026-03-04 00:00,Import,Import_Guizhou,2613.60,274.59,21290.00
Chongqing,2026-03-04 00:00,Congestion,Rent_link_96_Guizhou_Chongqing__fwd,0.00,283.36,21290.00
Fujian,2026-03-04 00:00,Generator,coal_gen__588,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__589,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__594,161.24,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__595,161.24,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__637,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__638,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1111,161.24,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1112,161.24,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1149,161.24,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1150,161.24,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1673,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1674,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1728,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,coal_gen__1729,173.00,294.07,32780.00
Fujian,2026-03-04 00:00,Generator,nuclear_gen__3325,13000.00,20.00,32780.00
Fujian,2026-03-04 00:00,Generator,hydro_gen__3326,3702.22,0.00,32780.00
Fujian,2026-03-04 00:00,Generator,onwind_gen__3327,3010.22,0.00,32780.00
Fujian,2026-03-04 00:00,Generator,offwind_gen__3328,1806.13,0.00,32780.00
Fujian,2026-03-04 00:00,Import,Import_Xinjiang,8910.00,242.74,32780.00
Fujian,2026-03-04 00:00,Congestion,Rent_link_63_Xinjiang_Fujian,0.00,294.07,32780.00
Gansu,2026-03-04 00:00,Generator,coal_gen__641,330.00,213.85,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__642,330.00,213.85,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__645,300.00,195.60,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__646,300.00,195.60,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__647,350.00,195.60,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__648,350.00,195.60,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__649,660.00,195.60,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__650,660.00,195.60,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__651,145.00,213.85,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__652,145.00,213.85,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__653,330.00,213.85,46589.31
Gansu,2026-03-04 00:00,Generator,coal_gen__654,330.00,213.85,46589.31
