bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-07-31 00:00,Generator,coal_gen__8,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__9,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__10,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__11,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__12,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__19,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__20,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__23,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__24,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__629,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__630,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__864,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__865,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__867,466.71,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1068,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1069,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1070,1114.23,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1073,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1074,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1083,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1084,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1619,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1620,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1621,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1622,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1642,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1643,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1690,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1691,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1915,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__1916,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2367,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2509,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2510,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2637,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2638,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2639,960.37,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2640,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,coal_gen__2641,645.08,283.36,64280.00
Anhui,2026-07-31 00:00,Generator,hydro_gen__3320,3435.28,0.00,64280.00
Anhui,2026-07-31 00:00,Generator,onwind_gen__3321,562.95,0.00,64280.00
Anhui,2026-07-31 00:00,Import,Import_Xinjiang,11880.00,277.88,64280.00
Anhui,2026-07-31 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,283.36,64280.00
Anhui,2026-07-31 00:00,Import,Import_Xinjiang,11880.00,277.88,64280.00
Anhui,2026-07-31 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,283.36,64280.00
Anhui,2026-07-31 00:00,Import,Import_Ningxia,7920.00,272.35,64280.00
Anhui,2026-07-31 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,283.36,64280.00
Beijing,2026-07-31 00:00,Generator,gas_gen__3201,9600.00,350.00,19760.00
