bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-09-17 00:00,Generator,coal_gen__8,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__9,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__10,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__11,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__12,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__19,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__20,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__23,275.81,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__24,275.81,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__629,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__630,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__864,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__865,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__867,330.10,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1068,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1069,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1070,654.66,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1073,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1074,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1083,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1084,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1619,275.81,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1620,275.81,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1621,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1622,151.49,294.07,43649.30
Anhui,2026-09-17 00:00,Generator,coal_gen__1642,151.49,294.07,43649.30
