bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-07-11 00:00,Generator,coal_gen__8,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__9,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__10,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__11,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__12,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__19,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__20,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__23,495.34,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__24,495.34,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__629,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__630,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__864,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__865,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__867,341.33,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1068,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1069,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1070,737.48,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1073,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1074,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1083,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1084,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1619,495.34,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1620,495.34,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1621,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1622,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1642,343.58,283.36,50840.00
Anhui,2026-07-11 00:00,Generator,coal_gen__1643,343.58,283.36,50840.00
