bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-05-08 00:00,Generator,hydro_gen__3320,2042.60,0.00,39960.00
Anhui,2026-05-08 00:00,Generator,onwind_gen__3321,4708.31,0.00,39960.00
Anhui,2026-05-08 00:00,Import,Import_Xinjiang,11880.00,173.82,39960.00
Anhui,2026-05-08 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,284.68,39960.00
Anhui,2026-05-08 00:00,Import,Import_Xinjiang,11880.00,173.82,39960.00
Anhui,2026-05-08 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,284.68,39960.00
Anhui,2026-05-08 00:00,Import,Import_Jiangsu,1529.09,284.68,39960.00
Anhui,2026-05-08 00:00,Import,Import_Ningxia,7920.00,216.01,39960.00
Anhui,2026-05-08 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,284.68,39960.00
Beijing,2026-05-08 00:00,Generator,gas_gen__3201,5061.78,350.00,11180.00
Beijing,2026-05-08 00:00,Generator,hydro_gen__3252,510.65,0.00,11180.00
Beijing,2026-05-08 00:00,Generator,onwind_gen__3253,261.57,0.00,11180.00
Beijing,2026-05-08 00:00,Import,Import_HEBEI_NORTH,2970.00,246.57,11180.00
Beijing,2026-05-08 00:00,Congestion,Rent_link_11_HEBEI_NORTH_Beijing__fwd,0.00,350.00,11180.00
Beijing,2026-05-08 00:00,Import,Import_Tianjin,2376.00,246.57,11180.00
Beijing,2026-05-08 00:00,Congestion,Rent_link_95_Beijing_Tianjin__rev,0.00,350.00,11180.00
Chongqing,2026-05-08 00:00,Generator,coal_gen__313,248.02,276.22,21769.07
Chongqing,2026-05-08 00:00,Generator,coal_gen__314,248.02,276.22,21769.07
Chongqing,2026-05-08 00:00,Generator,coal_gen__317,304.16,276.22,21769.07
Chongqing,2026-05-08 00:00,Generator,coal_gen__318,304.16,276.22,21769.07
Chongqing,2026-05-08 00:00,Generator,hydro_gen__3351,3319.23,0.00,21769.07
Chongqing,2026-05-08 00:00,Generator,onwind_gen__3352,2059.88,0.00,21769.07
Chongqing,2026-05-08 00:00,Import,Import_Xinjiang,7920.00,173.82,21769.07
Chongqing,2026-05-08 00:00,Congestion,Rent_link_60_Xinjiang_Chongqing,0.00,276.22,21769.07
Chongqing,2026-05-08 00:00,Import,Import_Hubei,4752.00,264.59,21769.07
Chongqing,2026-05-08 00:00,Congestion,Rent_link_87_Hubei_Chongqing__fwd,0.00,276.22,21769.07
Chongqing,2026-05-08 00:00,Import,Import_Guizhou,2613.60,20.41,21769.07
Chongqing,2026-05-08 00:00,Congestion,Rent_link_96_Guizhou_Chongqing__fwd,0.00,276.22,21769.07
Fujian,2026-05-08 00:00,Generator,coal_gen__588,174.68,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__589,174.68,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__594,169.02,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__595,169.02,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__637,174.68,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__638,174.68,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__1111,169.02,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__1112,169.02,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__1149,169.02,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__1150,169.02,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__1673,174.68,290.50,39050.00
Fujian,2026-05-08 00:00,Generator,coal_gen__1674,174.68,290.50,39050.00
