bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-04-13 00:00,Generator,coal_gen__8,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__9,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__10,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__11,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__12,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__19,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__20,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__23,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__24,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__629,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__630,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__864,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__865,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__867,257.08,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1068,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1069,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1070,438.31,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1073,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1074,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1083,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1084,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1619,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1620,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1621,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1622,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1642,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1643,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1690,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1691,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1915,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__1916,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2367,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2509,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2510,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2637,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2638,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2639,103.37,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2640,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,coal_gen__2641,52.02,294.07,39912.19
Anhui,2026-04-13 00:00,Generator,hydro_gen__3320,1485.53,0.00,39912.19
Anhui,2026-04-13 00:00,Generator,onwind_gen__3321,3518.44,0.00,39912.19
Anhui,2026-04-13 00:00,Import,Import_Xinjiang,11880.00,239.25,39912.19
Anhui,2026-04-13 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,294.07,39912.19
Anhui,2026-04-13 00:00,Import,Import_Xinjiang,11880.00,239.25,39912.19
Anhui,2026-04-13 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,294.07,39912.19
Anhui,2026-04-13 00:00,Import,Import_Ningxia,7920.00,244.10,39912.19
Anhui,2026-04-13 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,294.07,39912.19
Anhui,2026-04-13 00:00,Storage,Discharge_pumped_3323,37.81,294.07,39912.19
Anhui,2026-04-13 00:00,Storage,Discharge_battery_3324,56.83,294.07,39912.19
Beijing,2026-04-13 00:00,Generator,gas_gen__3201,5787.15,350.00,11700.00
Beijing,2026-04-13 00:00,Generator,hydro_gen__3252,371.38,0.00,11700.00
Beijing,2026-04-13 00:00,Generator,onwind_gen__3253,195.47,0.00,11700.00
Beijing,2026-04-13 00:00,Import,Import_HEBEI_NORTH,2970.00,260.41,11700.00
Beijing,2026-04-13 00:00,Congestion,Rent_link_11_HEBEI_NORTH_Beijing__fwd,0.00,350.00,11700.00
Beijing,2026-04-13 00:00,Import,Import_Tianjin,2376.00,260.81,11700.00
Beijing,2026-04-13 00:00,Congestion,Rent_link_95_Beijing_Tianjin__rev,0.00,350.00,11700.00
Chongqing,2026-04-13 00:00,Generator,coal_gen__313,660.00,279.79,22558.90
Chongqing,2026-04-13 00:00,Generator,coal_gen__314,660.00,279.79,22558.90
Chongqing,2026-04-13 00:00,Generator,coal_gen__317,1000.00,279.79,22558.90
Chongqing,2026-04-13 00:00,Generator,coal_gen__318,1000.00,279.79,22558.90
Chongqing,2026-04-13 00:00,Generator,hydro_gen__3351,2413.98,0.00,22558.90
Chongqing,2026-04-13 00:00,Generator,onwind_gen__3352,1539.32,0.00,22558.90
Chongqing,2026-04-13 00:00,Import,Import_Xinjiang,7920.00,239.25,22558.90
Chongqing,2026-04-13 00:00,Congestion,Rent_link_60_Xinjiang_Chongqing,0.00,291.13,22558.90
Chongqing,2026-04-13 00:00,Import,Import_Hubei,4752.00,268.20,22558.90
Chongqing,2026-04-13 00:00,Congestion,Rent_link_87_Hubei_Chongqing__fwd,0.00,291.13,22558.90
Chongqing,2026-04-13 00:00,Import,Import_Guizhou,2613.60,274.59,22558.90
Chongqing,2026-04-13 00:00,Congestion,Rent_link_96_Guizhou_Chongqing__fwd,0.00,291.13,22558.90
Fujian,2026-04-13 00:00,Generator,coal_gen__588,793.89,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__589,793.89,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__594,467.12,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__595,467.12,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__637,793.89,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__638,793.89,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__1111,467.12,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__1112,467.12,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__1149,467.12,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__1150,467.12,294.07,41922.00
Fujian,2026-04-13 00:00,Generator,coal_gen__1673,793.89,294.07,41922.00
