bus,snapshot,type,label,capacity,cost,net_demand
Anhui,2026-05-01 00:00,Generator,hydro_gen__3320,2042.60,0.00,36243.08
Anhui,2026-05-01 00:00,Generator,onwind_gen__3321,2520.48,0.00,36243.08
Anhui,2026-05-01 00:00,Import,Import_Xinjiang,11880.00,239.25,36243.08
Anhui,2026-05-01 00:00,Congestion,Rent_link_0_Xinjiang_Anhui,0.00,287.59,36243.08
Anhui,2026-05-01 00:00,Import,Import_Xinjiang,11880.00,239.25,36243.08
Anhui,2026-05-01 00:00,Congestion,Rent_link_1_Xinjiang_Anhui,0.00,287.59,36243.08
Anhui,2026-05-01 00:00,Import,Import_Ningxia,7920.00,243.85,36243.08
Anhui,2026-05-01 00:00,Congestion,Rent_link_66_Ningxia_Anhui,0.00,287.59,36243.08
Beijing,2026-05-01 00:00,Generator,gas_gen__3201,4923.32,350.00,10920.00
Beijing,2026-05-01 00:00,Generator,hydro_gen__3252,510.65,0.00,10920.00
Beijing,2026-05-01 00:00,Generator,onwind_gen__3253,140.03,0.00,10920.00
Beijing,2026-05-01 00:00,Import,Import_HEBEI_NORTH,2970.00,260.81,10920.00
Beijing,2026-05-01 00:00,Congestion,Rent_link_11_HEBEI_NORTH_Beijing__fwd,0.00,350.00,10920.00
Beijing,2026-05-01 00:00,Import,Import_Tianjin,2376.00,260.81,10920.00
Beijing,2026-05-01 00:00,Congestion,Rent_link_95_Beijing_Tianjin__rev,0.00,350.00,10920.00
Chongqing,2026-05-01 00:00,Generator,coal_gen__313,506.42,276.22,22370.00
Chongqing,2026-05-01 00:00,Generator,coal_gen__314,506.42,276.22,22370.00
Chongqing,2026-05-01 00:00,Generator,coal_gen__317,824.81,276.22,22370.00
Chongqing,2026-05-01 00:00,Generator,coal_gen__318,824.81,276.22,22370.00
Chongqing,2026-05-01 00:00,Generator,hydro_gen__3351,3319.23,0.00,22370.00
Chongqing,2026-05-01 00:00,Generator,onwind_gen__3352,1102.71,0.00,22370.00
