,datetime,Beijing,Tianjin,HEBEI_SOUTH,Shanxi,Shandong,HEBEI_NORTH,NM_EAST,Liaoning,Jilin,Heilongjiang,Shanghai,Jiangsu,Zhejiang,Anhui,Fujian,Jiangxi,Henan,Hubei,Hunan,Chongqing,Sichuan,Guangdong,Guangxi,Hainan,Guizhou,Yunnan,Shaanxi,Gansu,Qinghai,Ningxia,Xinjiang,NM_WEST,Tibet,Hongkong,Macao,Taiwan
59,2025-01-03 11:00:00+00:00,0.466719368,0.505612648,0.466719368,0.466719368,0.466719368,0.466719368,0.466719368,0.466719368,0.466719368,0.466719368,0.388932806,0.388932806,0.388932806,0.388932806,0.388932806,0.388932806,0.388932806,0.388932806,0.311146245,0.350039526,0.388932806,0.388932806,0.388932806,0.388932806,0.388932806,0.505612648,0.505612648,0.505612648,0.505612648,0.505612648,0.505612648,0.505612648,0.544505929,0,0,0
60,2025-01-03 12:00:00+00:00,0.4856917,0.526166008,0.4856917,0.4856917,0.4856917,0.4856917,0.4856917,0.4856917,0.4856917,0.4856917,0.404743083,0.404743083,0.404743083,0.404743083,0.404743083,0.404743083,0.404743083,0.404743083,0.323794466,0.364268775,0.404743083,0.404743083,0.404743083,0.404743083,0.404743083,0.526166008,0.526166008,0.526166008,0.526166008,0.526166008,0.526166008,0.526166008,0.566640316,0,0,0
61,2025-01-03 13:00:00+00:00,0.443003953,0.479920949,0.443003953,0.443003953,0.443003953,0.443003953,0.443003953,0.443003953,0.443003953,0.443003953,0.36916996,0.36916996,0.36916996,0.36916996,0.36916996,0.36916996,0.36916996,0.36916996,0.295335968,0.332252964,0.36916996,0.36916996,0.36916996,0.36916996,0.36916996,0.479920949,0.479920949,0.479920949,0.479920949,0.479920949,0.479920949,0.479920949,0.516837945,0,0,0
62,2025-01-03 14:00:00+00:00,0.444901186,0.481976285,0.444901186,0.444901186,0.444901186,0.444901186,0.444901186,0.444901186,0.444901186,0.444901186,0.370750988,0.370750988,0.370750988,0.370750988,0.370750988,0.370750988,0.370750988,0.370750988,0.296600791,0.333675889,0.370750988,0.370750988,0.370750988,0.370750988,0.370750988,0.481976285,0.481976285,0.481976285,0.481976285,0.481976285,0.481976285,0.481976285,0.519051383,0,0,0
63,2025-01-03 15:00:00+00:00,0.28173913,0.305217391,0.28173913,0.28173913,0.28173913,0.28173913,0.28173913,0.28173913,0.28173913,0.28173913,0.234782609,0.234782609,0.234782609,0.234782609,0.234782609,0.234782609,0.234782609,0.234782609,0.187826087,0.211304348,0.234782609,0.234782609,0.234782609,0.234782609,0.234782609,0.305217391,0.305217391,0.305217391,0.305217391,0.305217391,0.305217391,0.305217391,0.328695652,0,0,0
64,2025-01-03 16:00:00+00:00,0.090118577,0.097628458,0.090118577,0.090118577,0.090118577,0.090118577,0.090118577,0.090118577,0.090118577,0.090118577,0.075098814,0.075098814,0.075098814,0.075098814,0.075098814,0.075098814,0.075098814,0.075098814,0.060079051,0.067588933,0.075098814,0.075098814,0.075098814,0.075098814,0.075098814,0.097628458,0.097628458,0.097628458,0.097628458,0.097628458,0.097628458,0.097628458,0.10513834,0,0,0
65,2025-01-03 17:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2025-01-03 18:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2025-01-03 19:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2025-01-03 20:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2025-01-03 21:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2025-01-03 22:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2025-01-03 23:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2025-01-04 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2025-01-04 01:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2025-01-04 02:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2025-01-04 03:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2025-01-04 04:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2025-01-04 05:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2025-01-04 06:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2025-01-04 07:00:00+00:00,0,0.001027668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001027668,0.001027668,0.001027668,0.001027668,0.001027668,0.001027668,0.001027668,0.001106719,0,0,0
80,2025-01-04 08:00:00+00:00,0.083478261,0.090434783,0.083478261,0.083478261,0.083478261,0.083478261,0.083478261,0.083478261,0.083478261,0.083478261,0.069565217,0.069565217,0.069565217,0.069565217,0.069565217,0.069565217,0.069565217,0.069565217,0.055652174,0.062608696,0.069565217,0.069565217,0.069565217,0.069565217,0.069565217,0.090434783,0.090434783,0.090434783,0.090434783,0.090434783,0.090434783,0.090434783,0.097391304,0,0,0
81,2025-01-04 09:00:00+00:00,0.229565217,0.248695652,0.229565217,0.229565217,0.229565217,0.229565217,0.229565217,0.229565217,0.229565217,0.229565217,0.191304348,0.191304348,0.191304348,0.191304348,0.191304348,0.191304348,0.191304348,0.191304348,0.153043478,0.172173913,0.191304348,0.191304348,0.191304348,0.191304348,0.191304348,0.248695652,0.248695652,0.248695652,0.248695652,0.248695652,0.248695652,0.248695652,0.267826087,0,0,0
82,2025-01-04 10:00:00+00:00,0.355731225,0.385375494,0.355731225,0.355731225,0.355731225,0.355731225,0.355731225,0.355731225,0.355731225,0.355731225,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.23715415,0.266798419,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.385375494,0.385375494,0.385375494,0.385375494,0.385375494,0.385375494,0.385375494,0.415019763,0,0,0
83,2025-01-04 11:00:00+00:00,0.460079051,0.498418972,0.460079051,0.460079051,0.460079051,0.460079051,0.460079051,0.460079051,0.460079051,0.460079051,0.383399209,0.383399209,0.383399209,0.383399209,0.383399209,0.383399209,0.383399209,0.383399209,0.306719368,0.345059289,0.383399209,0.383399209,0.383399209,0.383399209,0.383399209,0.498418972,0.498418972,0.498418972,0.498418972,0.498418972,0.498418972,0.498418972,0.536758893,0,0,0
84,2025-01-04 12:00:00+00:00,0.48284585,0.523083004,0.48284585,0.48284585,0.48284585,0.48284585,0.48284585,0.48284585,0.48284585,0.48284585,0.402371542,0.402371542,0.402371542,0.402371542,0.402371542,0.402371542,0.402371542,0.402371542,0.321897233,0.362134387,0.402371542,0.402371542,0.402371542,0.402371542,0.402371542,0.523083004,0.523083004,0.523083004,0.523083004,0.523083004,0.523083004,0.523083004,0.563320158,0,0,0
85,2025-01-04 13:00:00+00:00,0.448695652,0.486086957,0.448695652,0.448695652,0.448695652,0.448695652,0.448695652,0.448695652,0.448695652,0.448695652,0.373913043,0.373913043,0.373913043,0.373913043,0.373913043,0.373913043,0.373913043,0.373913043,0.299130435,0.336521739,0.373913043,0.373913043,0.373913043,0.373913043,0.373913043,0.486086957,0.486086957,0.486086957,0.486086957,0.486086957,0.486086957,0.486086957,0.523478261,0,0,0
86,2025-01-04 14:00:00+00:00,0.358577075,0.388458498,0.358577075,0.358577075,0.358577075,0.358577075,0.358577075,0.358577075,0.358577075,0.358577075,0.298814229,0.298814229,0.298814229,0.298814229,0.298814229,0.298814229,0.298814229,0.298814229,0.239051383,0.268932806,0.298814229,0.298814229,0.298814229,0.298814229,0.298814229,0.388458498,0.388458498,0.388458498,0.388458498,0.388458498,0.388458498,0.388458498,0.418339921,0,0,0
