snapshot,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,HEBEI_NORTH,HEBEI_SOUTH,Hainan,Heilongjiang,Henan,Hubei,Hunan,Jiangsu,Jiangxi,Jilin,Liaoning,NM_EAST,NM_WEST,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang,Beijing__battery__bus__3255,Tianjin__battery__bus__3258,HEBEI_NORTH__pumped__bus__3262,HEBEI_NORTH__battery__bus__3263,HEBEI_SOUTH__pumped__bus__3267,HEBEI_SOUTH__battery__bus__3268,Shanxi__pumped__bus__3272,Shanxi__battery__bus__3273,Shandong__pumped__bus__3278,Shandong__battery__bus__3279,NM_EAST__pumped__bus__3283,NM_EAST__battery__bus__3284,Liaoning__pumped__bus__3290,Liaoning__battery__bus__3291,Jilin__pumped__bus__3295,Jilin__battery__bus__3296,Heilongjiang__pumped__bus__3300,Heilongjiang__battery__bus__3301,Shanghai__battery__bus__3305,Jiangsu__pumped__bus__3311,Jiangsu__battery__bus__3312,Zhejiang__pumped__bus__3318,Zhejiang__battery__bus__3319,Anhui__pumped__bus__3323,Anhui__battery__bus__3324,Fujian__pumped__bus__3330,Fujian__battery__bus__3331,Jiangxi__pumped__bus__3335,Jiangxi__battery__bus__3336,Henan__pumped__bus__3340,Henan__battery__bus__3341,Hubei__battery__bus__3345,Hunan__pumped__bus__3349,Hunan__battery__bus__3350,Chongqing__pumped__bus__3354,Chongqing__battery__bus__3355,Sichuan__battery__bus__3359,Guangdong__pumped__bus__3365,Guangdong__battery__bus__3366,Guangxi__battery__bus__3371,Hainan__battery__bus__3376,Guizhou__battery__bus__3380,Yunnan__battery__bus__3384,Shaanxi__pumped__bus__3388,Shaanxi__battery__bus__3389,Gansu__battery__bus__3393,Qinghai__battery__bus__3397,Ningxia__battery__bus__3401,Xinjiang__pumped__bus__3405,Xinjiang__battery__bus__3406,NM_WEST__battery__bus__3410,Tibet__battery__bus__3413
2026-07-08 00:00:00,283.36,10000.00,272.65,302.34,258.20,332.84,311.91,271.84,280.68,280.68,336.20,259.19,269.09,266.39,263.45,283.36,269.09,256.59,259.19,256.59,255.62,260.81,260.81,255.62,253.07,302.34,266.39,275.41,258.20,302.34,260.81,308.79,305.39,9500.00,270.37,224.55,287.24,283.51,288.42,278.17,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,315.91,228.98,271.91,323.57,314.27,226.69,269.19,309.86,298.32,215.27,255.63,215.27,255.63,272.72,213.12,268.14,224.42,284.13,287.06,280.00,317.17,328.33,342.84,286.15,293.35,204.50,242.84,245.29,247.77,247.77,213.12,247.77,242.84,311.13
2026-07-08 01:00:00,283.36,10000.00,272.65,299.32,258.20,332.84,311.91,271.84,280.68,280.68,336.20,259.19,269.09,266.39,263.45,283.36,269.09,256.59,259.19,256.59,255.62,260.81,260.81,255.62,253.07,299.32,266.39,275.41,258.20,299.32,260.81,308.79,302.34,9500.00,270.24,224.55,283.48,283.00,284.92,277.09,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,315.00,228.98,271.91,322.09,314.27,226.69,269.19,308.68,298.30,215.27,255.63,215.27,255.63,272.18,213.12,265.85,224.42,283.00,285.86,280.00,317.83,319.67,341.49,283.68,293.35,204.50,242.84,245.29,247.77,247.77,213.12,247.77,242.84,311.13
2026-07-08 02:00:00,283.36,10000.00,269.93,283.36,258.20,311.91,308.79,271.84,280.68,280.68,332.84,259.19,269.09,266.39,263.45,283.36,269.09,256.59,259.19,256.59,255.62,260.81,260.81,255.62,253.07,299.32,266.39,272.65,258.20,299.32,260.81,305.70,302.34,9500.00,270.11,224.55,280.09,282.55,281.89,276.02,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.93,228.98,271.91,320.78,314.27,226.69,269.19,307.36,298.27,215.27,255.63,215.27,255.63,271.65,213.12,263.74,224.42,282.06,284.86,280.00,318.30,314.20,340.03,282.34,293.35,204.50,242.84,245.29,247.77,247.77,213.12,247.77,242.84,311.13
2026-07-08 03:00:00,283.36,10000.00,269.93,283.36,258.20,311.91,300.40,271.84,263.73,266.39,332.84,259.19,269.09,266.39,263.45,283.36,269.09,256.59,259.19,256.59,255.62,260.81,260.81,255.62,253.07,299.32,266.39,272.65,258.20,299.32,260.81,297.39,302.34,9500.00,269.98,224.55,276.56,282.09,278.89,274.96,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.88,228.98,271.91,319.63,314.27,226.69,269.19,306.01,298.27,215.27,255.63,215.27,255.63,271.13,213.12,261.63,224.42,281.34,284.08,280.00,318.76,309.63,338.58,281.25,293.35,204.50,242.84,245.29,247.77,247.77,213.12,247.77,242.84,311.13
2026-07-08 04:00:00,283.36,10000.00,269.93,283.36,258.20,311.91,300.40,271.84,263.73,266.39,332.84,259.19,269.09,266.39,263.45,283.36,269.09,256.59,259.19,256.59,255.62,260.81,260.81,255.62,253.07,299.32,266.39,272.65,258.20,299.32,260.81,297.39,302.34,9500.00,269.87,224.55,275.43,281.54,277.57,273.94,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.83,228.98,271.91,318.58,314.27,226.69,269.19,304.84,298.27,215.27,255.63,215.27,255.63,270.67,213.12,259.61,224.42,280.77,283.48,280.00,319.32,306.43,337.24,280.37,293.35,204.50,242.84,245.29,247.77,247.77,213.12,247.77,242.84,311.13
2026-07-08 05:00:00,283.36,10000.00,269.93,283.36,258.20,311.91,300.40,271.84,269.09,271.80,332.84,259.19,269.09,266.39,263.45,283.36,269.09,256.59,259.19,256.59,255.62,260.81,260.81,255.62,253.07,299.32,266.39,272.65,258.20,299.32,260.81,297.39,302.34,9500.00,269.76,224.55,274.65,280.97,276.65,272.95,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.80,228.98,271.91,317.64,314.27,226.69,269.19,303.81,298.27,215.27,255.63,215.27,255.63,270.22,213.12,257.49,224.42,280.27,282.97,280.00,319.88,303.57,336.01,279.53,293.35,204.50,242.84,245.29,247.77,247.77,213.12,247.77,242.84,311.13
2026-07-08 06:00:00,283.36,10000.00,272.65,299.32,258.20,311.91,300.40,271.84,280.68,280.68,332.84,280.68,269.09,266.39,263.45,283.36,269.09,277.88,280.68,277.88,255.62,260.81,260.81,255.62,253.07,299.32,258.20,275.41,258.20,299.32,260.81,297.39,302.34,9500.00,269.66,224.55,273.90,280.39,275.75,271.98,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.77,228.98,271.91,316.76,314.27,226.69,269.19,302.86,298.27,215.27,255.63,215.27,255.63,269.78,213.12,254.97,224.42,279.82,282.52,280.00,320.47,301.00,334.82,278.75,293.35,204.50,242.84,245.29,247.77,247.77,213.12,247.77,242.84,311.13
2026-07-08 07:00:00,283.36,10000.00,272.65,299.32,238.13,311.91,300.40,271.84,277.88,280.68,332.84,275.10,269.09,266.39,242.97,283.36,269.09,272.35,275.10,272.35,255.62,240.54,235.75,238.13,240.54,299.32,258.20,275.41,258.20,299.32,240.54,297.39,302.34,9500.00,269.56,224.55,273.14,279.81,274.80,271.03,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.74,228.98,271.91,315.93,314.27,226.69,269.19,301.93,298.27,215.27,255.63,215.27,255.63,269.35,213.12,251.09,224.42,279.39,282.10,280.00,321.07,298.62,333.66,278.03,293.35,204.50,242.84,244.39,243.58,246.86,213.12,246.87,242.84,311.13
2026-07-08 08:00:00,283.36,10000.00,274.59,299.32,231.39,311.91,281.50,271.84,259.19,261.80,315.06,259.19,269.09,266.39,236.08,283.36,269.09,256.59,256.59,256.59,255.62,233.72,229.07,233.72,236.08,302.34,256.59,277.36,258.20,299.32,233.72,278.68,302.34,9500.00,269.47,224.55,272.37,279.24,273.85,270.10,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.72,228.98,271.91,315.14,314.27,226.69,269.19,301.04,298.27,215.27,255.63,215.27,255.63,268.93,213.12,248.51,224.42,278.98,281.69,280.00,321.69,296.31,332.50,277.29,293.35,204.50,242.84,243.56,241.13,246.02,213.12,246.02,242.84,311.13
2026-07-08 09:00:00,283.36,10000.00,277.72,302.34,231.39,311.91,300.40,271.84,259.19,261.80,332.84,259.19,269.09,266.39,236.08,283.36,269.09,256.59,256.59,256.59,255.62,233.72,229.07,233.72,236.08,302.34,256.59,280.53,258.20,302.34,233.72,297.39,305.39,9500.00,269.38,224.55,272.05,277.73,273.18,268.50,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.69,228.98,271.91,313.97,314.27,226.69,269.19,299.87,298.27,215.27,255.63,215.27,255.63,268.50,213.12,248.51,224.42,278.55,281.26,280.00,322.34,296.31,332.50,276.60,293.35,204.50,242.84,243.56,241.13,246.02,213.12,246.02,242.84,311.13
2026-07-08 10:00:00,283.36,10000.00,277.72,302.34,231.39,311.91,300.40,271.84,261.80,264.45,332.84,259.19,269.09,266.39,261.59,283.36,269.09,256.59,259.19,256.59,255.62,233.72,229.07,233.72,236.08,308.48,256.59,280.53,258.20,302.34,233.72,297.39,305.39,9500.00,269.29,224.55,271.81,276.30,272.63,266.95,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.67,228.98,271.91,312.85,314.27,226.69,269.19,298.72,298.27,215.27,255.63,215.27,255.63,268.08,213.12,248.51,224.42,278.13,280.85,280.00,323.02,296.31,332.50,275.95,293.35,204.50,242.84,243.56,241.13,246.02,213.12,246.02,242.84,311.13
2026-07-08 11:00:00,283.36,10000.00,277.72,302.34,231.39,311.91,300.40,271.84,263.73,266.39,332.84,259.19,269.09,266.39,261.59,283.36,269.09,256.59,256.59,256.59,255.62,233.72,229.07,233.72,236.08,308.48,256.59,280.53,258.20,302.34,233.72,297.39,305.39,9500.00,269.20,224.55,271.58,274.94,272.11,265.54,253.07,202.45,240.41,222.30,263.98,224.55,266.65,222.30,263.98,224.55,266.65,314.64,228.98,271.91,311.73,314.27,226.69,269.19,297.56,298.27,215.27,255.63,215.27,255.63,267.66,213.12,248.51,224.42,277.73,280.45,280.00,323.75,296.31,332.50,275.14,293.35,204.50,242.84,243.56,241.13,246.02,213.12,246.02,242.84,311.13
