snapshot,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,HEBEI_NORTH,HEBEI_SOUTH,Hainan,Heilongjiang,Henan,Hubei,Hunan,Jiangsu,Jiangxi,Jilin,Liaoning,NM_EAST,NM_WEST,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang,Beijing__battery__bus__3255,Tianjin__battery__bus__3258,HEBEI_NORTH__pumped__bus__3262,HEBEI_NORTH__battery__bus__3263,HEBEI_SOUTH__pumped__bus__3267,HEBEI_SOUTH__battery__bus__3268,Shanxi__pumped__bus__3272,Shanxi__battery__bus__3273,Shandong__pumped__bus__3278,Shandong__battery__bus__3279,NM_EAST__pumped__bus__3283,NM_EAST__battery__bus__3284,Liaoning__pumped__bus__3290,Liaoning__battery__bus__3291,Jilin__pumped__bus__3295,Jilin__battery__bus__3296,Heilongjiang__pumped__bus__3300,Heilongjiang__battery__bus__3301,Shanghai__battery__bus__3305,Jiangsu__pumped__bus__3311,Jiangsu__battery__bus__3312,Zhejiang__pumped__bus__3318,Zhejiang__battery__bus__3319,Anhui__pumped__bus__3323,Anhui__battery__bus__3324,Fujian__pumped__bus__3330,Fujian__battery__bus__3331,Jiangxi__pumped__bus__3335,Jiangxi__battery__bus__3336,Henan__pumped__bus__3340,Henan__battery__bus__3341,Hubei__battery__bus__3345,Hunan__pumped__bus__3349,Hunan__battery__bus__3350,Chongqing__pumped__bus__3354,Chongqing__battery__bus__3355,Sichuan__battery__bus__3359,Guangdong__pumped__bus__3365,Guangdong__battery__bus__3366,Guangxi__battery__bus__3371,Hainan__battery__bus__3376,Guizhou__battery__bus__3380,Yunnan__battery__bus__3384,Shaanxi__pumped__bus__3388,Shaanxi__battery__bus__3389,Gansu__battery__bus__3393,Qinghai__battery__bus__3397,Ningxia__battery__bus__3401,Xinjiang__pumped__bus__3405,Xinjiang__battery__bus__3406,NM_WEST__battery__bus__3410,Tibet__battery__bus__3413
2026-09-23 00:00:00,294.07,350.00,279.79,313.78,258.20,340.46,319.05,271.84,266.89,264.22,343.90,266.89,276.22,276.22,263.45,294.07,276.22,264.22,264.22,264.22,255.62,260.81,260.81,255.62,253.07,313.78,273.46,291.13,258.20,313.78,260.81,337.06,316.95,344.17,251.01,220.98,262.41,223.21,261.82,223.21,260.47,202.45,240.41,211.38,256.58,213.51,259.24,211.38,258.01,213.51,260.64,312.36,237.63,282.17,322.63,309.54,235.25,279.36,318.64,309.54,220.98,262.41,220.98,262.41,262.41,218.77,256.07,232.90,276.56,279.35,272.37,328.08,303.10,327.39,258.25,322.42,204.50,242.84,245.29,247.77,247.77,208.65,247.77,242.84,306.45
2026-09-23 01:00:00,294.07,350.00,279.79,310.64,258.20,319.05,315.86,271.84,266.89,264.22,340.46,266.89,276.22,273.46,263.45,294.07,276.22,264.22,264.22,264.22,255.62,260.81,260.81,255.62,253.07,310.64,273.46,291.13,258.20,310.64,260.81,315.86,313.78,344.06,251.01,220.98,262.41,223.21,261.73,223.21,260.48,202.45,240.41,211.38,256.73,213.51,259.37,211.38,258.15,213.51,260.79,312.36,237.63,282.17,322.27,309.54,235.25,279.36,318.27,309.54,220.98,262.41,220.98,262.41,262.41,218.77,255.63,232.90,276.56,279.35,272.37,327.88,302.89,327.19,258.25,321.10,204.50,242.84,245.29,247.77,247.77,208.65,247.77,242.84,306.45
2026-09-23 02:00:00,294.07,350.00,279.79,310.64,253.07,319.05,315.86,271.84,266.89,264.22,340.46,266.89,276.22,273.46,258.20,294.07,276.22,264.22,264.22,264.22,255.62,255.62,255.62,250.53,253.07,310.64,273.46,291.13,258.20,310.64,255.62,315.86,313.78,343.94,251.01,220.98,262.41,223.21,261.63,223.21,260.49,202.45,240.41,211.38,256.91,213.51,259.51,211.38,258.32,213.51,260.96,312.37,237.63,282.17,321.91,309.54,235.25,279.36,317.86,309.54,220.98,262.41,220.98,262.41,262.41,218.77,255.06,232.90,276.56,279.35,272.37,327.49,302.68,326.87,258.25,319.09,204.50,242.84,245.29,247.77,247.77,208.65,247.77,242.84,306.45
2026-09-23 03:00:00,294.07,350.00,279.79,297.04,253.07,319.05,315.86,271.84,266.89,264.22,340.46,266.89,276.22,273.46,255.62,294.07,276.22,264.22,264.22,264.22,255.62,253.07,255.62,250.53,253.07,297.04,273.46,291.13,258.20,297.04,255.62,315.86,300.04,343.82,251.01,220.98,262.41,223.21,261.52,223.21,260.50,202.45,240.41,211.38,257.11,213.51,259.66,211.38,258.49,213.51,261.13,312.38,237.63,282.17,321.52,309.54,235.25,279.36,317.42,309.54,220.98,262.41,220.98,262.41,262.41,218.77,254.39,232.90,276.56,279.35,272.37,327.03,302.45,326.50,258.25,316.98,204.50,242.84,245.29,247.77,247.77,208.65,247.77,242.84,306.45
2026-09-23 04:00:00,294.07,350.00,279.79,297.04,258.20,319.05,315.86,271.84,266.89,264.22,340.46,266.89,276.22,273.46,263.45,294.07,276.22,264.22,264.22,264.22,255.62,260.81,260.81,255.62,253.07,297.04,273.46,291.13,258.20,297.04,260.81,315.86,300.04,343.70,251.01,220.98,262.41,223.21,261.43,223.21,260.52,202.45,240.41,211.38,257.36,213.51,259.85,211.38,258.72,213.51,261.36,312.39,237.63,282.17,321.09,309.54,235.25,279.36,316.92,309.54,220.98,262.41,220.98,262.41,262.41,218.77,253.68,232.90,276.56,279.35,272.37,326.61,302.22,326.10,258.25,314.95,204.50,242.84,245.29,247.77,247.77,208.65,247.77,242.84,306.45
2026-09-23 05:00:00,294.07,350.00,279.79,310.64,258.20,319.05,315.86,271.84,266.89,264.22,340.46,266.89,276.22,273.46,263.45,294.07,276.22,264.22,264.22,264.22,255.62,260.81,260.81,255.62,253.07,310.64,273.46,291.13,258.20,310.64,260.81,315.86,313.78,343.59,251.01,220.98,262.41,223.21,261.33,223.21,260.53,202.45,240.41,211.38,257.62,213.51,260.05,211.38,258.95,213.51,261.59,312.41,237.63,282.17,320.64,309.54,235.25,279.36,316.39,309.54,220.98,262.41,220.98,262.41,262.41,218.77,252.80,232.90,276.56,279.35,272.37,326.19,301.96,325.64,258.25,312.89,204.50,242.84,245.29,247.77,247.77,208.65,247.77,242.84,306.45
2026-09-23 06:00:00,294.07,350.00,279.79,313.78,258.20,319.05,315.86,271.84,276.22,273.46,340.46,266.89,276.22,276.22,263.45,294.07,276.22,264.22,266.89,264.22,255.62,260.81,260.81,255.62,253.07,313.78,273.46,291.13,258.20,313.78,260.81,315.86,316.95,343.47,251.01,220.98,262.41,223.21,261.24,223.21,260.54,202.45,240.41,211.38,257.86,213.51,260.26,211.38,259.18,213.51,261.81,312.42,237.63,282.17,320.19,309.54,235.25,279.36,315.85,309.54,220.98,262.41,220.98,262.41,262.41,218.77,251.47,232.90,276.56,279.35,272.37,325.77,301.66,325.05,258.25,310.66,204.50,242.84,245.29,247.77,247.77,208.65,247.77,242.84,306.45
2026-09-23 07:00:00,294.07,350.00,279.79,310.64,247.67,319.05,315.86,271.84,266.89,264.22,340.46,266.89,276.22,273.46,252.70,294.07,276.22,264.22,264.22,264.22,255.62,250.17,250.17,245.20,247.67,310.64,264.22,291.13,258.20,310.64,250.17,315.86,313.78,343.35,251.01,220.98,262.08,223.21,261.13,223.21,260.56,202.45,237.39,211.38,258.09,213.51,260.52,211.38,259.43,213.51,262.06,312.44,237.63,282.17,319.75,309.54,235.25,279.36,315.32,309.54,220.98,262.41,220.98,262.41,260.99,218.77,244.99,232.90,276.56,279.35,272.37,325.35,301.30,324.17,258.25,308.13,204.50,237.27,239.75,241.98,242.19,208.65,242.02,242.84,306.45
2026-09-23 08:00:00,291.13,350.00,279.79,310.64,213.85,319.05,315.86,271.84,266.89,264.22,322.27,266.89,261.58,258.96,216.01,294.07,261.58,264.22,264.22,264.22,255.62,213.85,211.71,219.12,221.34,310.64,264.22,291.13,258.20,310.64,211.71,315.86,313.78,343.22,251.01,220.98,261.75,223.21,261.03,223.21,260.57,202.45,220.15,211.38,258.32,213.51,260.78,211.38,259.67,213.51,262.31,312.46,237.63,282.17,319.33,309.54,235.25,278.68,314.80,309.54,220.98,253.86,220.98,254.10,251.97,218.77,217.61,232.90,276.56,279.35,272.37,324.93,300.63,318.78,258.25,304.89,204.50,218.86,214.82,212.64,215.29,208.65,212.33,242.84,306.45
2026-09-23 09:00:00,291.13,350.00,288.21,313.78,192.97,319.05,274.59,271.84,260.81,258.20,315.86,264.22,200.89,198.88,196.89,294.07,198.88,264.22,264.22,261.58,255.62,194.92,191.04,196.89,194.92,313.78,258.20,291.13,258.20,310.64,172.08,297.39,313.78,343.09,251.01,220.98,261.40,223.21,260.93,223.21,260.59,202.45,197.42,211.38,258.53,213.51,261.04,211.38,259.92,213.51,262.56,312.48,237.63,282.17,318.15,309.54,235.25,277.49,313.40,309.54,220.98,202.31,220.98,204.01,202.53,218.77,198.87,232.90,276.56,279.35,272.37,324.54,271.86,312.49,258.25,298.80,204.50,198.67,195.35,190.87,196.94,208.65,181.14,242.84,306.45
