snapshot,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,HEBEI_NORTH,HEBEI_SOUTH,Hainan,Heilongjiang,Henan,Hubei,Hunan,Jiangsu,Jiangxi,Jilin,Liaoning,NM_EAST,NM_WEST,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang,Beijing__battery__bus__3255,Tianjin__battery__bus__3258,HEBEI_NORTH__pumped__bus__3262,HEBEI_NORTH__battery__bus__3263,HEBEI_SOUTH__pumped__bus__3267,HEBEI_SOUTH__battery__bus__3268,Shanxi__pumped__bus__3272,Shanxi__battery__bus__3273,Shandong__pumped__bus__3278,Shandong__battery__bus__3279,NM_EAST__pumped__bus__3283,NM_EAST__battery__bus__3284,Liaoning__pumped__bus__3290,Liaoning__battery__bus__3291,Jilin__pumped__bus__3295,Jilin__battery__bus__3296,Heilongjiang__pumped__bus__3300,Heilongjiang__battery__bus__3301,Shanghai__battery__bus__3305,Jiangsu__pumped__bus__3311,Jiangsu__battery__bus__3312,Zhejiang__pumped__bus__3318,Zhejiang__battery__bus__3319,Anhui__pumped__bus__3323,Anhui__battery__bus__3324,Fujian__pumped__bus__3330,Fujian__battery__bus__3331,Jiangxi__pumped__bus__3335,Jiangxi__battery__bus__3336,Henan__pumped__bus__3340,Henan__battery__bus__3341,Hubei__battery__bus__3345,Hunan__pumped__bus__3349,Hunan__battery__bus__3350,Chongqing__pumped__bus__3354,Chongqing__battery__bus__3355,Sichuan__battery__bus__3359,Guangdong__pumped__bus__3365,Guangdong__battery__bus__3366,Guangxi__battery__bus__3371,Hainan__battery__bus__3376,Guizhou__battery__bus__3380,Yunnan__battery__bus__3384,Shaanxi__pumped__bus__3388,Shaanxi__battery__bus__3389,Gansu__battery__bus__3393,Qinghai__battery__bus__3397,Ningxia__battery__bus__3401,Xinjiang__pumped__bus__3405,Xinjiang__battery__bus__3406,NM_WEST__battery__bus__3410,Tibet__battery__bus__3413
2026-07-21 00:00:00,293.84,10000.00,290.90,302.34,281.38,311.91,308.79,271.84,280.68,280.68,332.84,280.68,287.09,287.09,287.09,296.81,287.09,277.88,280.68,277.88,255.62,284.22,284.22,255.62,256.59,327.50,280.68,293.84,258.20,327.50,284.22,308.79,330.81,9500.00,270.17,224.55,270.67,289.24,271.31,281.07,268.93,257.45,243.77,281.29,265.60,285.04,267.96,282.12,266.06,285.19,268.28,314.27,304.34,298.27,325.16,314.27,241.87,287.22,317.54,298.69,288.73,276.47,229.67,272.74,272.74,229.67,272.74,296.17,289.51,292.48,300.71,296.31,293.35,316.19,258.25,293.35,204.50,242.84,267.31,270.01,270.01,227.38,270.01,247.22,311.13
2026-07-21 01:00:00,287.09,10000.00,287.09,302.34,281.38,311.91,308.79,271.84,280.68,280.68,332.84,280.68,287.09,284.22,284.22,289.99,287.09,277.88,280.68,277.88,255.62,281.38,284.22,255.62,256.59,302.34,280.68,287.09,258.20,302.34,284.22,308.79,305.39,9500.00,270.11,224.55,270.64,288.21,271.30,280.26,268.92,256.70,243.77,280.48,265.57,284.15,267.94,281.25,266.03,284.38,268.25,314.27,303.49,298.27,324.60,314.27,241.87,287.22,316.28,298.62,288.01,276.44,229.67,272.74,272.74,229.63,272.69,295.52,289.16,292.14,300.64,296.31,293.35,316.19,258.25,293.35,204.50,242.84,267.31,270.01,269.02,227.38,270.01,247.19,311.13
2026-07-21 02:00:00,283.36,10000.00,283.36,302.34,275.10,311.91,308.79,271.84,280.68,280.68,332.84,280.68,283.52,280.68,277.88,283.52,280.68,277.88,280.68,277.88,255.62,275.10,277.88,255.62,256.59,302.34,280.68,280.68,258.20,302.34,280.53,308.79,305.39,9500.00,270.03,224.55,270.61,287.06,271.28,279.29,268.90,255.81,243.77,279.47,265.55,283.04,267.92,280.16,266.00,283.31,268.23,314.27,302.41,298.27,323.41,314.27,241.87,287.22,314.96,298.54,287.12,276.41,229.67,272.74,272.74,229.58,272.64,294.64,288.65,291.60,300.56,296.31,293.35,316.19,258.25,293.35,204.50,242.84,265.57,268.14,267.01,226.93,268.72,247.16,311.13
2026-07-21 03:00:00,283.36,10000.00,277.72,299.32,266.78,302.34,299.32,271.84,280.68,280.68,332.84,280.68,277.72,274.94,269.47,283.36,272.19,277.88,280.68,277.88,255.62,266.78,269.47,255.62,256.59,299.32,274.94,280.53,258.20,299.32,274.94,299.32,302.34,9500.00,269.96,224.55,270.59,285.87,271.26,278.23,268.88,254.86,243.77,278.32,265.52,281.81,267.89,278.94,265.96,282.08,268.20,314.27,301.24,298.27,322.14,314.27,241.87,287.22,313.65,298.45,286.05,276.38,229.67,272.74,272.74,229.53,272.58,293.61,288.07,290.95,300.48,296.31,292.49,316.19,258.25,292.25,204.50,242.84,263.25,265.76,264.41,226.40,266.65,247.13,311.13
2026-07-21 04:00:00,283.36,10000.00,274.55,297.39,266.39,300.40,297.39,271.84,280.68,280.68,332.84,277.88,274.55,271.80,269.09,283.36,269.09,275.10,277.88,275.10,255.62,266.39,269.09,255.62,256.59,299.32,271.80,277.32,258.20,299.32,271.80,297.39,302.34,9500.00,269.88,224.55,270.56,284.71,271.25,277.15,268.87,253.89,243.77,277.14,265.49,280.58,267.87,277.73,265.93,280.84,268.16,314.27,300.11,298.27,320.94,314.27,241.87,287.22,312.38,298.34,284.90,276.33,229.67,272.74,272.74,229.47,272.53,292.53,287.47,290.35,300.40,296.31,291.65,316.19,258.25,291.17,204.50,242.84,260.75,263.20,261.73,225.85,264.11,247.10,311.13
2026-07-21 05:00:00,283.36,10000.00,272.65,297.39,266.39,300.40,297.39,271.84,280.68,280.68,332.84,280.68,272.65,269.93,269.09,283.36,269.09,277.88,280.68,277.88,255.62,266.39,269.09,255.62,256.59,299.32,269.93,275.41,258.20,299.32,269.93,297.39,302.34,9500.00,269.81,224.55,270.53,283.57,271.23,276.06,268.85,252.90,243.77,275.95,265.45,279.34,267.84,276.51,265.88,279.60,268.13,314.27,299.03,298.27,319.81,314.27,241.87,287.22,311.16,298.21,283.74,276.27,229.67,272.74,272.74,229.42,272.48,291.46,287.00,289.90,300.30,296.31,290.77,316.19,258.25,290.05,204.50,242.84,257.79,260.13,258.79,225.27,260.98,247.06,311.13
2026-07-21 06:00:00,283.36,10000.00,272.65,297.39,261.09,300.40,297.39,271.84,280.68,280.68,332.84,280.68,271.80,269.09,266.39,283.36,269.09,277.88,280.68,277.88,255.62,263.73,263.73,255.62,253.07,299.32,269.09,275.41,258.20,299.32,263.73,297.39,302.34,9500.00,269.73,224.55,270.51,282.46,271.22,274.97,268.83,251.91,243.77,274.75,265.42,278.10,267.81,275.29,265.84,278.36,268.09,314.27,297.99,298.27,318.76,314.27,241.87,287.22,309.97,298.07,282.61,276.20,229.67,272.74,272.74,229.36,272.43,290.42,287.00,289.90,300.21,296.31,289.80,316.19,258.25,288.80,204.50,242.84,252.84,255.02,254.62,224.67,255.54,247.02,311.13
2026-07-21 07:00:00,283.36,10000.00,272.65,297.39,238.13,300.40,297.39,271.84,280.68,280.68,303.43,280.68,269.09,269.09,266.39,283.36,269.09,277.88,280.68,277.88,255.62,240.54,235.75,238.13,240.54,302.34,258.20,275.41,280.68,297.39,240.54,297.39,300.40,9500.00,269.66,224.55,270.48,281.34,271.20,273.88,268.82,250.92,243.77,273.54,265.38,276.87,267.79,274.08,265.80,277.12,268.06,314.27,296.99,298.27,317.79,314.27,241.87,287.22,308.82,297.92,281.50,276.12,229.67,272.74,272.74,229.30,272.37,289.40,287.00,289.90,300.11,296.31,288.65,316.19,258.25,287.26,204.50,242.44,238.36,236.78,240.62,224.11,239.89,246.98,311.13
2026-07-21 08:00:00,283.36,10000.00,274.59,299.32,213.85,311.91,300.40,271.84,259.19,261.80,315.06,259.19,269.09,269.09,266.39,283.36,269.09,256.59,259.19,256.59,255.62,216.01,211.71,233.72,236.08,305.39,256.59,277.36,280.68,299.32,211.71,297.39,302.34,9500.00,269.59,224.55,270.47,280.24,271.18,272.80,268.79,249.92,243.77,272.31,265.34,275.63,267.76,272.86,265.76,275.89,268.03,314.27,296.00,298.27,316.88,314.27,241.87,287.22,307.72,297.77,280.39,276.03,229.67,272.74,272.74,229.25,272.30,288.41,287.00,289.90,300.00,296.31,286.98,316.19,258.25,284.71,204.50,242.06,224.01,221.76,226.27,223.56,221.75,246.94,311.13
2026-07-21 09:00:00,283.36,10000.00,280.53,302.34,211.71,311.91,274.59,271.84,259.19,261.80,315.06,259.19,269.09,269.09,266.39,286.22,269.09,256.59,259.19,256.59,255.62,213.85,209.60,233.72,236.08,308.48,256.59,283.36,280.68,302.34,209.60,271.84,305.39,9500.00,269.52,224.55,270.40,278.75,271.16,270.96,268.74,248.13,243.77,270.02,265.27,273.39,267.72,270.63,265.67,273.45,267.97,314.27,294.76,298.27,315.72,314.27,241.87,287.22,306.36,297.62,278.68,275.95,229.67,272.74,272.74,229.19,272.23,286.99,287.00,289.90,298.96,296.31,271.74,316.19,258.25,269.32,204.50,241.68,222.86,220.63,225.11,223.04,220.63,246.89,311.13
2026-07-21 10:00:00,283.36,10000.00,290.90,302.34,211.71,311.91,236.08,233.72,259.19,261.80,308.79,259.19,269.09,269.09,266.39,296.81,269.09,256.59,259.19,256.59,255.62,213.85,209.60,229.26,231.58,308.48,256.59,293.84,258.20,302.34,209.60,233.72,305.39,9500.00,269.44,224.55,270.32,277.28,271.12,269.25,268.68,246.41,243.77,267.96,265.19,271.25,267.67,268.55,265.57,271.25,267.89,314.27,293.48,298.27,314.50,314.27,241.87,287.22,304.86,297.47,277.07,275.86,229.67,272.74,272.74,229.14,272.16,285.66,287.00,289.90,297.95,296.31,248.51,316.19,246.02,246.02,204.50,241.33,222.86,220.63,225.11,222.53,220.63,246.84,311.13
2026-07-21 11:00:00,283.36,10000.00,296.32,302.34,211.71,311.91,236.08,233.72,259.19,261.80,308.79,259.19,271.80,269.09,266.39,302.34,269.09,256.59,259.19,256.59,255.62,213.85,209.60,229.26,231.58,308.48,256.59,299.32,258.20,302.34,209.60,233.72,305.39,9500.00,269.37,224.55,270.23,275.90,271.08,267.69,268.62,244.93,243.77,266.18,265.10,269.34,267.61,266.67,265.47,269.36,267.81,314.27,292.24,298.27,313.32,314.27,241.87,287.22,303.39,297.32,275.64,275.77,229.67,272.74,272.74,229.09,272.10,284.45,287.00,289.90,296.98,296.31,248.51,316.19,246.02,246.02,204.50,241.33,222.86,220.63,225.11,222.02,220.63,246.79,311.13
2026-07-21 12:00:00,283.36,10000.00,293.36,302.34,211.71,311.91,231.58,229.26,258.20,260.81,308.79,258.20,271.80,269.09,266.39,299.32,269.09,256.59,256.59,255.62,255.62,213.85,195.60,229.26,231.58,305.39,256.59,296.32,258.20,299.32,209.60,229.26,302.34,9500.00,269.30,224.55,270.15,274.56,271.04,266.25,268.56,243.67,243.77,264.55,265.01,267.60,267.55,264.96,265.36,267.68,267.72,314.27,291.03,298.27,312.17,314.27,241.87,287.22,301.97,297.16,274.34,275.69,229.67,272.74,272.74,229.04,272.03,283.30,287.00,289.90,296.03,296.31,248.51,316.19,246.02,246.02,204.50,241.33,222.86,220.63,225.11,221.53,220.63,246.74,311.13
2026-07-21 13:00:00,283.36,10000.00,296.32,302.34,211.71,311.91,236.08,233.72,258.20,260.81,308.79,259.19,271.80,269.09,266.39,302.34,269.09,256.59,259.19,256.59,255.62,213.85,209.60,229.26,231.58,308.48,256.59,299.32,258.20,302.34,209.60,233.72,305.39,9500.00,269.23,224.55,270.05,273.22,271.00,264.90,268.50,242.55,243.77,263.00,264.91,265.99,267.46,263.38,265.25,266.07,267.63,314.27,289.83,298.27,311.01,314.27,241.87,287.22,300.56,297.01,273.06,275.60,229.67,272.74,272.74,229.00,271.97,282.16,287.00,289.90,295.08,296.31,248.51,316.19,246.02,246.02,204.50,241.33,222.86,220.63,225.11,221.04,220.63,246.69,311.13
2026-07-21 14:00:00,283.36,10000.00,296.32,302.34,211.71,311.91,236.08,233.72,259.19,261.80,308.79,259.19,271.80,269.09,266.39,302.34,269.09,256.59,259.19,256.59,255.62,213.85,209.60,233.72,236.08,308.48,256.59,299.32,258.20,302.34,209.60,233.72,305.39,9500.00,269.16,224.55,269.96,271.85,270.95,263.62,268.44,241.48,243.77,261.49,264.82,264.47,267.38,261.88,265.14,264.52,267.54,314.27,288.62,298.27,309.84,314.27,241.87,287.22,299.17,296.85,271.81,275.51,229.67,272.74,272.74,228.95,271.91,281.01,287.00,289.90,294.14,296.31,248.51,316.19,246.02,246.02,204.50,241.69,222.86,220.63,225.11,220.55,220.63,246.63,311.13
2026-07-21 15:00:00,283.36,10000.00,296.32,302.34,213.85,311.91,274.59,271.84,277.88,280.68,315.06,275.10,277.32,274.55,269.09,302.34,271.80,272.35,275.10,272.35,255.62,213.85,211.71,238.13,240.54,330.81,256.59,299.32,280.68,324.23,211.71,271.84,327.50,9500.00,269.09,224.55,269.86,270.49,270.90,262.38,268.38,240.41,243.77,260.03,264.73,263.01,267.30,260.44,265.02,262.99,267.44,314.27,287.40,298.27,308.68,314.27,241.87,287.22,297.80,296.69,270.59,275.42,229.67,272.74,272.74,228.91,271.84,279.85,287.00,289.90,293.19,296.31,273.06,316.19,258.25,270.29,204.50,242.08,224.08,221.74,225.11,220.07,221.92,246.57,311.13
