snapshot,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,HEBEI_NORTH,HEBEI_SOUTH,Hainan,Heilongjiang,Henan,Hubei,Hunan,Jiangsu,Jiangxi,Jilin,Liaoning,NM_EAST,NM_WEST,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang,Beijing__battery__bus__3255,Tianjin__battery__bus__3258,HEBEI_NORTH__pumped__bus__3262,HEBEI_NORTH__battery__bus__3263,HEBEI_SOUTH__pumped__bus__3267,HEBEI_SOUTH__battery__bus__3268,Shanxi__pumped__bus__3272,Shanxi__battery__bus__3273,Shandong__pumped__bus__3278,Shandong__battery__bus__3279,NM_EAST__pumped__bus__3283,NM_EAST__battery__bus__3284,Liaoning__pumped__bus__3290,Liaoning__battery__bus__3291,Jilin__pumped__bus__3295,Jilin__battery__bus__3296,Heilongjiang__pumped__bus__3300,Heilongjiang__battery__bus__3301,Shanghai__battery__bus__3305,Jiangsu__pumped__bus__3311,Jiangsu__battery__bus__3312,Zhejiang__pumped__bus__3318,Zhejiang__battery__bus__3319,Anhui__pumped__bus__3323,Anhui__battery__bus__3324,Fujian__pumped__bus__3330,Fujian__battery__bus__3331,Jiangxi__pumped__bus__3335,Jiangxi__battery__bus__3336,Henan__pumped__bus__3340,Henan__battery__bus__3341,Hubei__battery__bus__3345,Hunan__pumped__bus__3349,Hunan__battery__bus__3350,Chongqing__pumped__bus__3354,Chongqing__battery__bus__3355,Sichuan__battery__bus__3359,Guangdong__pumped__bus__3365,Guangdong__battery__bus__3366,Guangxi__battery__bus__3371,Hainan__battery__bus__3376,Guizhou__battery__bus__3380,Yunnan__battery__bus__3384,Shaanxi__pumped__bus__3388,Shaanxi__battery__bus__3389,Gansu__battery__bus__3393,Qinghai__battery__bus__3397,Ningxia__battery__bus__3401,Xinjiang__pumped__bus__3405,Xinjiang__battery__bus__3406,NM_WEST__battery__bus__3410,Tibet__battery__bus__3413
2026-08-09 00:00:00,297.69,10000.00,294.72,309.96,266.52,315.48,312.32,271.84,284.86,284.86,336.65,263.04,290.90,287.99,272.65,300.70,285.11,260.41,263.04,260.41,255.62,269.21,269.21,255.62,258.20,316.26,284.86,297.69,260.41,309.96,269.21,312.32,313.09,9500.00,272.00,297.48,270.62,297.55,274.35,290.88,270.62,261.01,245.29,280.02,267.91,282.39,270.62,279.87,267.91,283.22,270.62,325.46,316.25,305.79,336.55,322.54,313.95,302.09,329.46,319.23,297.43,282.67,232.72,276.36,281.02,283.60,259.02,307.19,291.52,294.47,334.24,319.82,299.85,332.50,258.25,301.72,261.14,242.84,253.19,255.75,255.75,215.37,255.75,262.00,319.32
2026-08-09 01:00:00,290.64,10000.00,287.74,309.96,266.52,315.48,312.32,271.84,284.86,284.86,336.65,263.04,287.74,284.86,272.65,293.58,282.01,260.41,263.04,260.41,255.62,269.21,269.21,255.62,258.20,309.96,284.86,290.64,260.41,309.96,269.21,312.32,313.09,9500.00,271.98,295.51,270.62,295.42,274.30,289.25,270.62,260.09,245.29,278.06,267.91,280.53,270.62,277.88,267.91,281.18,270.62,325.46,314.56,305.79,334.79,322.51,312.26,302.03,327.32,319.20,295.58,282.60,232.72,276.36,280.99,281.93,259.02,305.52,291.52,294.47,332.03,319.82,299.67,332.50,258.25,301.25,260.02,242.84,253.19,255.75,255.75,215.37,255.75,261.75,319.28
2026-08-09 02:00:00,290.50,10000.00,284.72,306.86,266.52,315.48,312.32,271.84,284.86,284.86,336.65,263.04,281.00,278.19,272.65,290.50,275.41,260.41,263.04,260.41,255.62,269.21,269.21,255.62,258.20,309.96,278.19,287.59,260.41,306.86,269.21,312.32,309.96,9500.00,271.95,293.43,270.62,293.23,274.25,287.52,270.62,259.06,245.29,276.22,267.91,278.74,270.62,276.07,267.91,279.31,270.62,325.46,312.74,305.79,332.85,322.46,310.40,301.92,325.25,319.16,293.58,282.49,232.72,276.36,280.96,280.10,259.02,303.63,291.52,294.47,329.67,319.82,299.38,332.50,258.25,300.54,258.82,242.84,253.19,255.75,255.75,215.37,255.75,261.45,319.23
2026-08-09 03:00:00,290.50,10000.00,284.72,306.86,266.52,315.48,312.32,271.84,284.86,284.86,336.65,263.04,278.19,275.41,271.93,290.50,272.65,260.41,263.04,260.41,255.62,269.21,269.21,255.62,258.20,309.96,275.41,287.59,260.41,306.86,269.21,312.32,309.96,9500.00,271.92,291.37,270.62,291.15,274.20,285.71,270.62,257.97,245.29,274.50,267.91,277.07,270.62,274.40,267.91,277.60,270.62,325.46,311.07,305.79,331.09,322.38,308.62,301.78,323.34,319.11,291.64,282.35,232.72,276.36,280.92,278.24,259.02,301.78,291.52,294.47,327.38,319.82,298.99,332.50,258.25,299.62,257.61,242.84,253.19,255.75,255.75,215.37,255.75,261.13,319.16
2026-08-09 04:00:00,290.50,10000.00,276.94,303.80,264.56,315.48,312.32,271.84,284.86,284.86,336.65,263.04,275.41,272.65,269.93,290.50,272.65,260.41,263.04,260.41,255.62,267.23,267.23,255.62,258.20,309.96,272.65,279.74,260.41,303.80,267.23,309.20,306.86,9500.00,271.89,289.41,270.62,289.18,274.15,283.93,270.62,256.85,245.29,272.92,267.91,275.49,270.62,272.83,267.91,276.00,270.62,325.46,309.55,305.79,329.53,322.30,307.00,301.63,321.56,319.06,289.86,282.16,232.72,276.36,280.87,276.41,259.02,300.07,291.52,294.47,325.24,319.82,298.55,332.50,258.25,298.52,256.40,242.84,252.84,255.40,255.40,215.18,255.41,260.80,319.08
2026-08-09 05:00:00,290.50,10000.00,276.94,303.03,264.56,315.48,312.32,271.84,284.86,284.86,336.65,263.04,275.41,272.65,269.93,290.50,272.65,260.41,263.04,260.41,255.62,267.23,267.23,255.62,258.20,309.19,272.65,279.74,260.41,303.03,267.23,309.20,306.09,9500.00,271.86,287.52,270.62,287.30,274.10,282.21,270.62,255.71,245.29,271.43,267.91,273.99,270.62,271.34,267.91,274.48,270.62,325.46,308.16,305.79,328.15,322.20,305.50,301.48,319.93,318.98,288.23,281.96,232.72,276.36,280.81,274.63,259.02,298.58,291.52,294.47,323.23,319.82,297.97,332.50,258.25,297.26,255.18,242.84,252.44,254.99,254.99,214.96,255.01,260.46,318.98
2026-08-09 06:00:00,290.50,10000.00,276.94,303.03,264.56,315.48,312.32,271.84,284.86,284.86,336.65,284.86,275.41,272.65,269.93,290.50,272.65,282.01,284.86,282.01,255.62,267.23,267.23,255.62,258.20,309.19,272.65,279.74,260.41,303.03,267.23,309.20,306.09,9500.00,271.83,285.68,270.62,285.48,274.05,280.56,270.62,254.55,245.29,270.01,267.91,272.54,270.62,269.90,267.91,273.02,270.62,325.46,306.86,305.79,326.91,322.20,304.08,301.32,318.42,318.98,286.69,281.76,232.72,276.36,280.73,272.88,259.02,297.25,291.52,294.47,321.30,319.82,297.13,332.50,258.25,295.57,253.95,242.84,251.84,254.38,254.39,214.70,254.40,260.13,318.98
2026-08-09 07:00:00,290.50,10000.00,276.94,303.03,241.66,315.48,300.40,271.84,284.86,284.86,318.67,284.86,272.65,269.93,246.57,290.50,272.65,282.01,284.86,282.01,255.62,244.10,239.25,241.66,244.10,309.19,260.41,279.74,260.41,303.03,244.10,297.39,306.09,9500.00,271.79,283.84,270.62,283.68,274.00,278.93,270.62,253.38,245.29,268.57,267.91,271.07,270.62,268.43,267.91,271.54,270.62,325.46,305.62,305.79,325.77,322.20,302.72,301.17,316.98,318.98,285.21,281.55,232.72,276.36,280.65,271.12,259.02,295.99,291.52,294.47,319.42,319.82,293.85,332.50,258.25,291.75,252.70,242.84,240.16,238.80,242.65,214.38,241.87,259.78,318.98
2026-08-09 08:00:00,290.50,10000.00,284.72,306.86,213.85,315.48,300.40,271.84,263.04,265.69,318.67,263.04,272.65,269.93,267.23,290.50,272.65,260.41,263.04,260.41,255.62,216.01,211.71,233.72,244.10,313.09,260.41,287.59,260.41,306.86,211.71,297.39,309.96,9500.00,271.76,281.97,270.62,281.90,273.95,277.42,270.62,252.20,245.29,267.07,267.91,269.57,270.62,266.93,267.91,270.03,270.62,325.46,304.40,305.79,324.69,322.20,301.36,301.01,315.58,318.98,283.74,281.34,232.72,276.36,280.56,269.90,259.02,294.78,291.52,294.47,317.55,319.82,289.26,332.50,258.25,287.13,251.42,242.84,224.03,221.75,226.29,214.08,221.80,259.44,318.98
2026-08-09 09:00:00,290.50,10000.00,291.77,309.96,211.71,315.48,274.59,271.84,263.04,260.41,318.67,263.04,272.65,269.93,267.23,297.69,272.65,260.41,263.04,260.41,255.62,213.85,209.60,233.72,236.08,316.26,260.41,294.72,260.41,309.96,209.60,271.84,313.09,9500.00,271.73,280.05,270.62,280.22,273.89,275.80,270.62,250.40,245.29,265.45,267.91,268.11,270.62,265.43,267.91,268.36,270.62,325.46,303.30,305.79,323.70,322.20,300.03,300.85,314.28,318.98,282.17,281.13,232.72,276.36,280.47,268.62,259.02,293.51,291.52,294.47,315.50,319.82,278.07,332.50,258.25,275.04,249.62,242.84,222.86,220.63,225.11,213.79,220.63,259.09,318.98
